Id,SalePrice
1461,113810.30190331303
1462,163361.88821888424
1463,186904.13064455893
1464,198944.41255074518
1465,202286.94969808857
1466,189063.19877015997
1467,196216.07139456808
1468,178748.87704002834
1469,195913.46126436396
1470,109749.44387816428
1471,204157.69762257824
1472,100096.67220605025
1473,91414.2970789423
1474,141876.24324601213
1475,114962.48759334476
1476,314529.0235005586
1477,231735.99846230354
1478,261885.03148253507
1479,264655.4359716908
1480,376304.92283105594
1481,270542.6192663177
1482,207368.5926759739
1483,198859.31020730583
1484,180199.6679148816
1485,197293.36893682007
1486,207563.19771945127
1487,294168.4992989212
1488,232606.28967503924
1489,201920.0117359769
1490,243482.95106788503
1491,217694.75767626637
1492,97225.17462410219
1493,195728.10053655365
1494,259812.9273877847
1495,259906.12997565616
1496,238304.86153809167
1497,175754.32933875488
1498,170295.30232585885
1499,169808.90479662805
1500,165599.10418844037
1501,181390.3523741425
1502,167699.73493339005
1503,252504.9879629038
1504,243147.6821046453
1505,229045.81218829355
1506,202544.4570846333
1507,249260.69740293093
1508,196926.67711468972
1509,154037.82259131921
1510,150285.67913973378
1511,162169.19478577864
1512,176385.3151860925
1513,152010.83081625577
1514,186874.13430615747
1515,189462.40287723427
1516,144322.1002354615
1517,163804.4030322932
1518,136992.28270660562
1519,224304.28098482115
1520,137366.03501097404
1521,143384.8297705719
1522,171317.7681004022
1523,99004.11393435625
1524,106474.29328019742
1525,113631.4684749475
1526,115542.6161962041
1527,95606.59103497339
1528,145465.14673058665
1529,140559.83278888522
1530,202214.60536972026
1531,137266.39517929964
1532,99558.80029646703
1533,150399.37948092562
1534,135520.57577457977
1535,159639.69768237055
1536,112612.21018082136
1537,53670.13819471828
1538,177468.56044801814
1539,203702.70660381194
1540,128032.55198848061
1541,153180.43218834605
1542,153140.2709751454
1543,182521.59244926786
1544,72239.80640448816
1545,99852.07589771773
1546,114919.82121978083
1547,118678.02921231627
1548,125404.7948246937
1549,106534.35385222512
1550,118035.80131553754
1551,128263.51340864995
1552,138659.42610168608
1553,168490.06957967125
1554,129631.53279334481
1555,175127.46544416086
1556,88557.99048398691
1557,126400.8351030437
1558,123404.24687200296
1559,106897.9168266051
1560,126937.17396427342
1561,171396.90531115117
1562,142182.90381675027
1563,130331.91925264883
1564,156965.89239742886
1565,134225.72341332072
1566,227904.5260683752
1567,83215.69997997792
1568,238983.07574031875
1569,136658.78367030574
1570,140546.2580855575
1571,107004.30323740118
1572,157220.22648193862
1573,226011.94877615094
1574,129538.72046439466
1575,226664.9652418953
1576,237038.64817762573
1577,192859.49268976867
1578,157782.55343938374
1579,142607.91110825725
1580,204277.83970278117
1581,169464.43250956642
1582,114990.49762614025
1583,274181.30522465555
1584,233094.69135951903
1585,152468.34016279876
1586,86181.2621006564
1587,113618.26034551067
1588,154770.2251757253
1589,95481.04942765599
1590,133687.84133779514
1591,91273.75971908821
1592,137291.24026727746
1593,116920.10525675351
1594,137261.51190003566
1595,117190.31610958383
1596,216475.58446602407
1597,177170.95903866726
1598,195079.5939717394
1599,175181.64556173643
1600,185148.69790822326
1601,38728.70578133431
1602,116282.4110426486
1603,93620.64321196824
1604,259787.83469851117
1605,240014.8458870136
1606,157244.47710353776
1607,185253.24933930382
1608,221764.53706992872
1609,199171.46504913957
1610,167475.90947546135
1611,138496.44028815755
1612,198830.16267229815
1613,185051.9050420766
1614,138710.25152499194
1615,91219.68229553511
1616,76269.46305151656
1617,87202.528838575
1618,124508.3297244903
1619,141069.7399677392
1620,199168.78483970254
1621,147727.24685183482
1622,164215.73996957648
1623,262417.9967913551
1624,231421.77072197804
1625,123434.28621579043
1626,175971.48346032016
1627,206305.82170286227
1628,251927.4340225223
1629,179325.6808878749
1630,305445.81382306665
1631,222807.60477899865
1632,234616.47378090036
1633,193997.01092759718
1634,204087.5182848937
1635,189118.42958715162
1636,168158.55736325867
1637,192559.75423428498
1638,196153.9822133939
1639,193360.9980371889
1640,240228.0724174264
1641,190752.7181808115
1642,227146.89055253146
1643,223626.79272342077
1644,225384.44694531977
1645,212952.79754303303
1646,163270.7192164138
1647,162775.9852776936
1648,134999.98131128948
1649,150438.38054614875
1650,111356.01827718143
1651,119258.68204160791
1652,98669.21703059983
1653,96518.73580062261
1654,145137.04001957376
1655,129328.35179889819
1656,141679.51232790353
1657,145550.37427269074
1658,153100.37782047025
1659,114028.89881966158
1660,157987.77087696886
1661,354752.3516251679
1662,297106.537811502
1663,324128.4736258129
1664,387495.26813572657
1665,284406.7536629782
1666,285837.2429673937
1667,313952.44300259056
1668,310402.4932309493
1669,264117.81482543284
1670,309717.575400934
1671,262068.32466668193
1672,333964.3075451085
1673,264391.7663004424
1674,229109.4257095349
1675,204673.57875517232
1676,204331.9779967775
1677,214696.1082115319
1678,381570.476053142
1679,314431.7705901136
1680,292361.50783504895
1681,251825.35918150377
1682,282174.9564108106
1683,191187.88086864608
1684,195555.43043354526
1685,197895.24100240262
1686,178308.67763534514
1687,188212.56133689836
1688,206385.04960157478
1689,209014.4117924486
1690,212954.61365820828
1691,204078.86386869778
1692,245137.66395032767
1693,188453.44950554124
1694,189544.85292589257
1695,170707.47450484277
1696,260521.08806166972
1697,175739.70090577437
1698,286166.5380643264
1699,273271.2205954548
1700,242865.797861001
1701,260921.23393001652
1702,243513.78557252197
1703,237967.4896192673
1704,257702.45059037313
1705,258818.87090417347
1706,359068.5462282726
1707,224335.92938654812
1708,224193.37773959746
1709,254188.4230050873
1710,219839.0503684301
1711,257729.22133784136
1712,252778.37720448908
1713,251364.1937666689
1714,228697.3036762618
1715,214213.01125433831
1716,199981.98264394153
1717,195175.41719159868
1718,154998.21961109433
1719,228076.88089224556
1720,236512.65067617968
1721,194853.91952745744
1722,149689.2920935162
1723,173716.08093583607
1724,208620.5132763834
1725,240093.5678063453
1726,202731.90984974243
1727,174256.14022248215
1728,205016.96837463928
1729,170219.98333109252
1730,160901.91526228527
1731,123312.32586314285
1732,133557.9097630264
1733,118457.07172914129
1734,134595.7204776788
1735,159024.01872498344
1736,111329.86073550303
1737,258381.87914640596
1738,227464.58760776068
1739,245238.68546512607
1740,215011.41666125902
1741,189929.32773310423
1742,174911.6210503853
1743,198953.2910882699
1744,277651.5517070242
1745,224124.69325281773
1746,206906.81270998833
1747,193207.41444290965
1748,220936.19527007616
1749,154225.85442201048
1750,146004.8321576286
1751,245756.36310253933
1752,113994.29183191562
1753,164383.79779209476
1754,204617.59716843872
1755,171270.76173383498
1756,115223.32618941658
1757,118813.00060075091
1758,129310.31049791246
1759,156852.7890577542
1760,162782.7812616363
1761,158026.3951052489
1762,162873.6119276242
1763,175536.97648268624
1764,109001.81593079714
1765,176302.1061105982
1766,197483.35794619028
1767,211094.3569113072
1768,149620.98555914767
1769,158246.811190565
1770,183065.16184682818
1771,122801.13916564605
1772,136021.5741505114
1773,123376.24296712701
1774,157505.4840216312
1775,145781.2580812102
1776,122126.52101955586
1777,102223.1560697594
1778,157329.52709233644
1779,133587.59186612163
1780,176085.92385712988
1781,124406.97216260189
1782,78021.02566624747
1783,145801.06898878817
1784,122773.9179398542
1785,110784.0390474681
1786,126747.27965088561
1787,175933.41616331763
1788,86650.75494263729
1789,80004.78700176801
1790,80211.99904026953
1791,192258.76353415614
1792,162869.04765598092
1793,146133.78332098643
1794,163272.3529270565
1795,139463.15080615156
1796,130044.04309615353
1797,133103.58442730096
1798,122185.94180209865
1799,95733.78008416435
1800,126987.44924319454
1801,137236.60239645187
1802,146932.58824239648
1803,149959.11921608518
1804,133460.3316975477
1805,142694.77373115707
1806,137535.17246275768
1807,149108.1184472699
1808,109855.05831915536
1809,138830.13855616283
1810,127869.27537090343
1811,125761.47062433872
1812,105551.27340489894
1813,117448.39575698262
1814,91544.00868965685
1815,56107.78793574299
1816,118150.62380736566
1817,122775.88075188478
1818,167021.17297780805
1819,127600.4392411299
1820,64977.821717638755
1821,139881.14547734323
1822,147649.1060165551
1823,65003.35391455435
1824,121391.63540987833
1825,137846.6556858169
1826,93562.77318528143
1827,110354.1905138595
1828,118419.96475438948
1829,99824.0429981217
1830,144308.86231931846
1831,158225.68402230088
1832,115800.30705674086
1833,152605.24046386278
1834,147746.6959572914
1835,150169.8059035706
1836,114926.13806433801
1837,97677.54969429318
1838,124523.93789876439
1839,113223.69387550675
1840,164956.17477539694
1841,134963.875795583
1842,99228.7689109213
1843,141723.58664608712
1844,129187.81970487605
1845,149892.25259303732
1846,159261.12971925177
1847,171730.58607577102
1848,50678.75059612747
1849,120551.66208037629
1850,119338.09375988145
1851,145694.67255256837
1852,122668.067853251
1853,144727.3977300896
1854,188209.87426203478
1855,159329.25313291443
1856,239249.91990731948
1857,178606.9957251706
1858,148826.96861126553
1859,128268.49242884608
1860,144280.9999731169
1861,128200.40526567842
1862,279313.03441067575
1863,278372.7762967531
1864,278383.4504283442
1865,296321.06878535217
1866,300299.89413939125
1867,223703.63820313802
1868,286576.0224001653
1869,215665.30249240855
1870,227100.44781150995
1871,238771.3750579689
1872,196304.66009744757
1873,246854.5151133926
1874,160137.13268361578
1875,211742.80416997126
1876,203662.24806145986
1877,219688.86205211096
1878,211540.46702732332
1879,124775.09177905624
1880,120555.79112368473
1881,244253.01722023857
1882,244179.96571461367
1883,192725.6829902446
1884,210270.61922423088
1885,229429.4305689336
1886,273565.28460113483
1887,229177.8526512693
1888,252811.67348992755
1889,182933.83953207044
1890,117375.66554900527
1891,137379.10414086306
1892,92425.41313450632
1893,133061.77129009122
1894,138320.3183578715
1895,139536.4112880251
1896,114604.65980790043
1897,119644.30486874492
1898,118884.50539132685
1899,142699.08791758073
1900,139321.27387870091
1901,136952.9473474325
1902,146025.07230281841
1903,187613.32080691983
1904,119825.3916333178
1905,172107.20766400208
1906,147264.96017592517
1907,195325.6974939817
1908,107696.71310797811
1909,135004.36240176053
1910,122030.82207107428
1911,190170.39335804456
1912,243916.59822593152
1913,181245.617440757
1914,62518.38214770146
1915,278924.1093369493
1916,66467.81316739321
1917,232468.7307890862
1918,145945.6481281158
1919,166584.44399665133
1920,183601.43708836683
1921,331818.8448737288
1922,295618.7719167889
1923,220078.95825143915
1924,242297.80288471398
1925,235142.3280811708
1926,329760.38532679365
1927,130981.93500098784
1928,180116.59232470614
1929,120041.46319464117
1930,142876.9013336365
1931,147125.2471892814
1932,150620.37639028917
1933,170014.58679869224
1934,190718.3300612648
1935,180657.88912992703
1936,204147.27079690865
1937,199909.48101935687
1938,198912.96152487944
1939,239342.81126106053
1940,201138.40934395825
1941,189510.3882103929
1942,192946.6226370578
1943,213156.85551477002
1944,289562.09386408236
1945,314424.2949715501
1946,141355.39573639072
1947,284269.2182868131
1948,176181.50351581187
1949,234355.9891781133
1950,204471.75288597716
1951,241649.1519919259
1952,216051.4829837781
1953,175500.2225099298
1954,187643.8360055898
1955,126591.66054953507
1956,270537.5409437618
1957,149464.0427427201
1958,273918.08048547467
1959,147965.6633186998
1960,110422.11899984209
1961,116407.5724644115
1962,96403.32425997371
1963,109930.3783572868
1964,108662.52589701046
1965,146078.63354075665
1966,137706.96597391868
1967,267660.7005630265
1968,332454.74297955225
1969,324363.4552140648
1970,329869.89949319896
1971,358911.78053209453
1972,303617.38110529527
1973,276966.1096868928
1974,280781.7426991912
1975,373589.96733865107
1976,249450.31431121437
1977,296042.7351262219
1978,297118.7443347977
1979,275598.42015074985
1980,204117.59624215867
1981,292332.553003142
1982,214432.2827846763
1983,202978.4825624401
1984,185204.30689640658
1985,211026.1011584351
1986,214167.98834230937
1987,188345.11125234864
1988,196423.71146808227
1989,207724.64678304398
1990,220923.65546151204
1991,214873.054555789
1992,227973.01254667738
1993,184540.3272825193
1994,238019.17807402043
1995,197962.89541197335
1996,250812.9767083025
1997,275095.2962630765
1998,274392.05231205013
1999,276053.93225093314
2000,272152.1916951145
2001,270435.07482109545
2002,244763.3627035719
2003,246484.29552886006
2004,261475.98273349064
2005,239976.53313038126
2006,221691.8222388532
2007,242896.54094547394
2008,215791.7745648527
2009,207823.8246478464
2010,219909.84084568045
2011,161997.66497736285
2012,198596.53597934626
2013,200392.67682976183
2014,213639.12512204726
2015,221601.87394170638
2016,207094.9346392674
2017,217667.96844245307
2018,119491.62307255459
2019,143320.69559840043
2020,111889.85838151188
2021,115102.24917882623
2022,180151.97129573033
2023,137988.14642877295
2024,277168.22260887956
2025,313315.70743582875
2026,184334.86811614526
2027,169551.28060361499
2028,168407.74917464377
2029,173306.3614116134
2030,249742.97434831364
2031,237002.5471997027
2032,238268.69534915884
2033,235993.37362026842
2034,178592.65819757234
2035,209018.0337231193
2036,213004.4936072462
2037,211696.41985007247
2038,279121.8679278487
2039,215381.47239840135
2040,272889.5680127564
2041,268785.57613041194
2042,214026.59705876117
2043,184590.0510063382
2044,187010.97481503268
2045,191718.5230440225
2046,147887.5224887681
2047,143215.80378996884
2048,157488.1632730728
2049,153551.6939477016
2050,167218.41228020436
2051,121882.98029186507
2052,129759.5824582586
2053,158736.53930978617
2054,84019.59258834668
2055,164792.2654802365
2056,149775.21130608732
2057,124385.13454136241
2058,216440.28513590025
2059,132042.37349534617
2060,191074.042296701
2061,178442.15632335923
2062,127433.1676952925
2063,106027.09435962385
2064,131332.22061207658
2065,130213.5067895517
2066,149633.0995403115
2067,157984.70729980664
2068,152753.17282218824
2069,79045.60206470627
2070,100516.3438757715
2071,115913.34585307108
2072,110183.13340910967
2073,129977.82154588192
2074,181680.31732431334
2075,156598.64970293024
2076,115460.61592952698
2077,153325.47064746288
2078,118410.17912262946
2079,133062.42271486123
2080,111854.77393062518
2081,124024.98062623013
2082,148058.71355872485
2083,134392.6762287377
2084,94628.14225172834
2085,125574.5845197395
2086,148342.91733513726
2087,131172.84288103995
2088,116389.90018645558
2089,90497.35453228175
2090,140584.3160488424
2091,117032.28441464505
2092,141886.7248560679
2093,132025.4148745617
2094,127729.92709334404
2095,126357.13324155309
2096,84266.82787825703
2097,109166.75906994473
2098,123637.81210760749
2099,39540.627827782184
2100,101727.3043892188
2101,132928.882936839
2102,140421.75161911827
2103,100776.51984643319
2104,146751.89720846864
2105,155726.12821242865
2106,67617.74476768577
2107,207185.1451292088
2108,112479.71968758735
2109,115838.53570435592
2110,132030.51607883128
2111,150596.59632309596
2112,124227.30576229154
2113,124028.81490466441
2114,122196.63927342079
2115,159024.96759779286
2116,101527.49953421869
2117,142590.15373766038
2118,116921.21864916733
2119,111787.95701879414
2120,117066.4272254589
2121,124557.96335096797
2122,110659.30684531154
2123,112682.42120189033
2124,143901.48595453624
2125,145672.02650967985
2126,148455.1839617783
2127,167544.91206841357
2128,139132.30015330808
2129,80701.82848323416
2130,140519.33932126523
2131,139167.14086711523
2132,102819.60447815317
2133,133065.22060548444
2134,126862.79393945716
2135,105000.8119970935
2136,88094.63586230855
2137,146448.00506990298
2138,144528.03731707786
2139,149817.3083318452
2140,152365.86065381637
2141,151290.74548815982
2142,132104.46948016132
2143,158458.53569299227
2144,130464.286905471
2145,151064.11532325041
2146,143967.89857639896
2147,153147.49847552355
2148,115970.33310804667
2149,148967.2308720476
2150,199754.9228735267
2151,110151.68191184534
2152,173788.27104301425
2153,183917.72729298985
2154,116087.60864545591
2155,152636.95530284382
2156,260294.67972023843
2157,251955.30005091592
2158,249071.15402424312
2159,236463.12314609915
2160,191961.8797651775
2161,236296.4173600542
2162,306125.87527449813
2163,314444.0992017442
2164,243886.6723782709
2165,179824.31673210242
2166,164146.2074932705
2167,216355.84880833048
2168,201651.9792573566
2169,203018.07065140828
2170,215584.7098707112
2171,151856.61077084416
2172,129149.13242681464
2173,156865.39618685644
2174,224952.53792319284
2175,259121.94517181336
2176,275849.42384596437
2177,236799.33836274594
2178,222512.8438339238
2179,146148.7999554457
2180,223482.3975288131
2181,203482.70956474822
2182,214992.7173816316
2183,205884.85641998448
2184,141048.34992273932
2185,122727.74753184023
2186,140623.11896326242
2187,158530.31424348068
2188,155165.76257293823
2189,288215.16673452116
2190,87014.70059048233
2191,73453.80239398906
2192,90501.11568437377
2193,108380.04023521324
2194,122255.8680833251
2195,107039.4489420054
2196,123068.19976172422
2197,126300.95439569245
2198,158797.63698738103
2199,178863.37738229055
2200,126552.70248718432
2201,140742.73094086663
2202,207717.15816709516
2203,130660.87651988596
2204,168915.44560994406
2205,108894.95259564638
2206,146427.59416884766
2207,170234.12966380094
2208,200443.53084690624
2209,196597.70831388736
2210,116702.14272081002
2211,118817.01990998711
2212,136077.09163685248
2213,104960.71271553729
2214,175776.3740868467
2215,104363.77406185423
2216,152317.15820748452
2217,63951.61617642362
2218,116913.62398426142
2219,107218.9242020658
2220,65564.81362568447
2221,279361.83608479344
2222,252450.64307309105
2223,278453.02054988674
2224,213568.00399194704
2225,149206.59088979708
2226,209145.5357279965
2227,212145.67964085122
2228,268519.00263529934
2229,248437.7594008206
2230,163586.86426941806
2231,217586.87813519442
2232,203711.62093456322
2233,203919.17238051817
2234,264720.49635024124
2235,251836.53306014475
2236,266268.9168161041
2237,296607.68914125557
2238,202876.60044039786
2239,141726.5131302001
2240,183821.14324415138
2241,157413.23320475058
2242,128646.7163303959
2243,133693.3971147783
2244,121299.32290768751
2245,95861.3546012626
2246,144077.27817510453
2247,134313.45469773596
2248,130098.9131787786
2249,129706.91892204876
2250,132892.57220218878
2251,123480.55012056336
2252,173424.96754813765
2253,166171.25362545322
2254,185894.15286880033
2255,205415.22774554044
2256,193714.0541803675
2257,212290.28701079346
2258,179552.70991105272
2259,195241.53663919517
2260,140756.22744536807
2261,199048.96751805604
2262,197693.17269833246
2263,309784.95751848386
2264,375314.76600095
2265,182796.59224869846
2266,253229.15333989577
2267,308106.7191302837
2268,339673.1109919023
2269,183499.77699338563
2270,197097.43268938805
2271,212967.48129620275
2272,219368.17965555284
2273,174201.79714954295
2274,192965.7765339096
2275,167631.39432756405
2276,180936.0159418484
2277,184779.32459835452
2278,152827.34109475522
2279,120923.04136219702
2280,105006.36629349913
2281,180775.29819461599
2282,199963.80792991456
2283,108010.39570598816
2284,115376.17882610322
2285,139408.61322114547
2286,126050.1757266703
2287,311369.09150012524
2288,249924.87430591183
2289,290538.1543439659
2290,347511.6021539784
2291,283069.56203102996
2292,343440.7130163496
2293,355756.9397001604
2294,308786.62563268084
2295,365528.3936039867
2296,262853.12260709784
2297,292866.3630696795
2298,310767.7229314791
2299,296307.467228252
2300,280074.22779390286
2301,268326.95325884165
2302,241670.85570314317
2303,245703.91206078767
2304,236738.7302662955
2305,198090.62521084398
2306,198789.04711328936
2307,210236.5317645179
2308,215104.21261555539
2309,275591.22160639905
2310,202909.2400410344
2311,206327.78870695736
2312,191206.72758036107
2313,189387.69233788515
2314,180514.55310898938
2315,195847.37202988472
2316,200977.02198707277
2317,203743.13365650864
2318,200522.82022983313
2319,199109.49923720816
2320,194207.96874367003
2321,226642.31887703575
2322,196802.59153986268
2323,205028.7440484782
2324,203316.2892286136
2325,225394.72077621042
2326,187961.43201092794
2327,209437.4587091254
2328,228074.03739080764
2329,197759.00466211443
2330,197832.61045022449
2331,298979.0809826435
2332,317230.7218920479
2333,285880.2433713927
2334,238291.04689751915
2335,268578.64186707407
2336,270899.70215003437
2337,208797.35142154177
2338,245036.5677682038
2339,228756.0266706621
2340,330081.3657128656
2341,235917.73670193763
2342,245456.04880535323
2343,233951.63861264242
2344,227469.9084184462
2345,231455.6430862128
2346,216251.85270326445
2347,209277.7146917847
2348,242292.046855715
2349,202089.42099959112
2350,276431.029315575
2351,256234.0255175006
2352,242127.6713187393
2353,240190.95858032524
2354,162625.16002055933
2355,173221.51822063618
2356,173804.74532191036
2357,215685.72092343157
2358,224993.33660784946
2359,139492.76016146794
2360,124683.47511114238
2361,141174.79856351623
2362,262035.96879713377
2363,151174.71090356365
2364,177747.4607990093
2365,225135.847286577
2366,196282.59525611508
2367,214118.66432541318
2368,209558.09039654664
2369,212109.56338623946
2370,169609.13289263623
2371,172232.5194692565
2372,205259.7224684538
2373,270719.3576113399
2374,287346.4297731245
2375,229722.99894283607
2376,282798.2859673904
2377,303810.4898190076
2378,152805.3478760071
2379,199889.32719469827
2380,168950.49952244048
2381,189597.5229630391
2382,217985.97739092994
2383,209152.02744511934
2384,248089.18804130342
2385,166344.97116451024
2386,139741.77556465496
2387,139529.9335225909
2388,111869.72897407168
2389,115738.39621691068
2390,141382.36363905517
2391,128060.54376925307
2392,111685.47734221537
2393,166725.95227871928
2394,137467.16172294645
2395,199983.21301059355
2396,141123.21431713982
2397,207854.71103343042
2398,134174.1697017738
2399,75856.15219611267
2400,38012.45714297355
2401,111624.53819940228
2402,144510.45548862172
2403,136109.48720404168
2404,151696.48022752965
2405,164988.88422196498
2406,144664.47669829917
2407,131105.13300384663
2408,142227.48345974204
2409,122949.89163613436
2410,166366.81179519906
2411,110746.06651712093
2412,163196.85140908393
2413,132093.88463707326
2414,144936.16747837153
2415,139169.0738213131
2416,117671.14827672718
2417,122302.6019645452
2418,124823.2630853816
2419,132729.48755773716
2420,116014.2465609368
2421,136192.78225509916
2422,111793.04100905056
2423,151731.20398596348
2424,159454.75192714564
2425,206826.23812627746
2426,152143.81894955225
2427,140306.72766903345
2428,187652.9735552692
2429,119394.29891771765
2430,137062.9980907658
2431,117968.12517668924
2432,147944.65437846084
2433,142504.91081616178
2434,148418.63391976233
2435,149401.3083664357
2436,119820.96963390522
2437,108699.15850229422
2438,126449.97591766925
2439,120197.74742143496
2440,114081.74289965851
2441,112409.65120262327
2442,104671.24563261622
2443,114784.54231176269
2444,126345.86477535893
2445,94663.68893719197
2446,143470.96218239295
2447,198867.17342182028
2448,138754.43347283208
2449,104101.34934408963
2450,156349.80021743185
2451,126140.5576381064
2452,186248.9752164483
2453,106268.59561927081
2454,141659.04137412203
2455,128442.983321139
2456,133845.5032306799
2457,135499.9882156097
2458,121455.88304948411
2459,106509.81482592376
2460,132731.56425509602
2461,115938.23031276918
2462,131925.30568533554
2463,109825.22941272659
2464,192046.0835309904
2465,118409.53912472888
2466,121850.9582290256
2467,156831.17593902105
2468,96403.99115922896
2469,88623.61374682782
2470,194359.67960740288
2471,199509.4541499425
2472,145011.2795121253
2473,117592.14372890699
2474,100578.6742376471
2475,209965.7822931396
2476,114589.96741651767
2477,136106.39826753922
2478,169235.939429692
2479,101610.42617872916
2480,154669.5295048292
2481,130585.31963235699
2482,146250.03700130654
2483,112302.54430062755
2484,117066.82442105934
2485,126781.41063991154
2486,166165.01115893712
2487,218792.79221291654
2488,161641.93916285678
2489,156145.76448467537
2490,151604.96787484956
2491,113514.82575956336
2492,198711.24806036626
2493,154712.6287846237
2494,145127.46882566484
2495,83997.94562348456
2496,225847.5119267651
2497,158070.7606429028
2498,107412.19266283547
2499,102717.73811647657
2500,138436.65773959493
2501,155788.73554381728
2502,162564.04993469408
2503,121419.47382390662
2504,183834.17195521644
2505,226451.8491351033
2506,237164.93710295565
2507,279598.065447586
2508,240608.55861817382
2509,221447.25656293333
2510,219818.641010336
2511,193980.25891812786
2512,217096.1249030336
2513,235334.04806255526
2514,252394.13947584224
2515,157879.2912095019
2516,183522.9673934884
2517,161407.56943046907
2518,189257.80042093503
2519,234346.9508373735
2520,224578.98119833798
2521,204813.24135935633
2522,224048.34926775657
2523,125176.480378735
2524,138454.44148195803
2525,125729.94525054214
2526,134841.3715762206
2527,120702.64648137195
2528,119491.71424847655
2529,119221.72374877706
2530,115514.05986404628
2531,243426.60495104291
2532,222711.5126074924
2533,209415.19614406792
2534,235351.10348751652
2535,266505.5619217077
2536,227736.51329571067
2537,235216.9003826757
2538,199663.32252218772
2539,206244.46480404644
2540,189049.6861536469
2541,194112.79990736546
2542,184258.09141923615
2543,130368.3575687675
2544,100100.95234326704
2545,117187.27329155512
2546,124702.51280012401
2547,138876.5993493906
2548,164725.6942247561
2549,168421.1582646413
2550,553643.1545910647
2551,145945.5582066034
2552,130143.035880059
2553,84646.3660807513
2554,96821.4461667419
2555,110833.53693820967
2556,83911.4799890581
2557,99541.38463529653
2558,191930.14043574047
2559,133620.5093778678
2560,143450.25527042523
2561,133552.8100490718
2562,120266.73921080667
2563,122527.24646082276
2564,183511.4126480003
2565,149084.37057289213
2566,143858.10216228198
2567,117649.25592691533
2568,159280.17064104672
2569,198590.75118683162
2570,116193.03656790883
2571,194201.29777178855
2572,160942.56829781889
2573,195174.17766180274
2574,234223.3301490196
2575,113820.77779901901
2576,136927.60841547942
2577,152580.8604044167
2578,80877.4822043234
2579,52113.65935586218
2580,131929.52584731823
2581,145613.10244921234
2582,145752.61826374987
2583,246843.47919710283
2584,167068.59627517627
2585,193871.95264385245
2586,219605.65068780433
2587,211201.47675950814
2588,147505.19587295759
2589,154839.14268327702
2590,214347.42235572194
2591,223999.2291872569
2592,230683.05018446944
2593,242886.68622910464
2594,186700.98402473936
2595,227427.47126855073
2596,272386.7567249625
2597,221601.44513854384
2598,276590.95712830673
2599,313736.65983030235
2600,171936.57338229334
2601,158490.46789115062
2602,87334.28867353871
2603,102879.06414459134
2604,86288.52861614805
2605,94993.47672634141
2606,139020.01818980044
2607,227378.29492105334
2608,202353.23868599092
2609,173092.95194894285
2610,109105.1704600614
2611,155587.47272094735
2612,176128.46976470668
2613,143132.16384988744
2614,129090.84304435283
2615,165901.48106308514
2616,149990.50613945595
2617,178900.16017820826
2618,195075.8702473858
2619,197775.21430991113
2620,198711.13405693916
2621,191751.18308879994
2622,196897.99094858044
2623,231312.75997926027
2624,271253.1127809634
2625,284881.4650596614
2626,183240.53843884554
2627,169704.9900399415
2628,333129.07876118436
2629,365672.67094281164
2630,296594.04605703417
2631,366511.77630113566
2632,324512.40871131956
2633,268917.9653643053
2634,343726.47421033087
2635,167403.19715342904
2636,185099.81524194032
2637,191407.7616677992
2638,255633.62645832263
2639,177546.86889271333
2640,154226.0989552614
2641,94167.10403710324
2642,201406.69216902961
2643,97336.13062350114
2644,107586.89125666581
2645,110161.31262589118
2646,94008.2224395437
2647,113871.69303590653
2648,138958.71640469623
2649,147964.42747152515
2650,130617.44146255462
2651,143703.73777755175
2652,316663.3777449888
2653,230788.10311551485
2654,249540.07201758923
2655,336821.33795927605
2656,279717.30374906736
2657,317044.16849544423
2658,274911.23187806434
2659,272240.7812863961
2660,304225.5675994621
2661,305709.9960872019
2662,316455.2318322483
2663,263543.50552897097
2664,268543.39485344687
2665,263121.0180713248
2666,271942.93536201713
2667,192018.32394069515
2668,200703.04469433823
2669,205962.08431837894
2670,258241.50822882203
2671,207987.35374597332
2672,197548.43472341006
2673,204409.27878906485
2674,213197.6708785838
2675,177638.02688247757
2676,214275.79842085217
2677,208764.17403488117
2678,250532.767899537
2679,249974.82487440493
2680,246602.83769656403
2681,315258.0503495538
2682,288439.59913041303
